Title;Employer;Employment Type;Link;Email;Contact Text;Description;;
Teacher (certificated);Active Explorers Blockhouse Bay;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqMt-teacher-certificated-blockhouse-bay/;careers@eeg.co.nz;N/A;N/A;;
Kindergarten teacher;Silverdale Kindergarten;Full time, Fixed term, Start Date: 19/01/2026, End Date: 20/11/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAqMi-full-time-maternity-leave-position/;lily@kaitiakikindergartens.org.nz;N/A;N/A;;
Kaiako Tūturu;Te Puna Reo Okahukura;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqMc-kaiako-tuturu/;honet@nwo.iwi.nz;N/A;N/A;;
Teacher maths and science Y9–13. Tagged;Auckland Seventh-Day Adventist H S;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqMJ-teacher-maths-and-science-year-9-13-tagged-position/;kim@asdah.school.nz;N/A;N/A;;
Qualified early learning teacher;Barnardos Early Learning Centre Wellington Central;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqLy-qualified-early-learning-teacher/;recruitment@barnardos.org.nz;N/A;N/A;;
Kaiako rumaki reo Te Kura Taumata Rau o Te Kirikiri;Remarkables Primary School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqLv-kaiako-rumaki-reo-remarkables-primary-school/;applications@remarkables.school.nz;N/A;N/A;;
Qualified teachers;Happy Kiddy Warkworth Early Learning Centre;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqLo-were-hiring-at-happy-kiddy-warkworth/;warkworth@happykiddy.co.nz;N/A;N/A;;
Scale A teacher;David Henry School;Full time, Fixed term, Start Date: 26/01/2026, End Date: 30/01/2027(Roll growth);https://gazette.education.govt.nz/vacancies/1HAqLn-scale-a-teacher/;principal@davidhenry.school.nz;N/A;N/A;;
Certificated O2s kaiako;Piccolo Park Early Learning Centre;Full time, Fixed term, Start Date: 19/01/2026, End Date: 24/12/2026(Maternity leave );https://gazette.education.govt.nz/vacancies/1HAqLi-certificated-over-2s-kaiako-maternity-leave/;zoe@piccolopark.co.nz;N/A;N/A;;
Y7–8 teacher;Opua School;Full time, Long-term relieving (LTR), Start Date: 28/01/2026(Refreshment leave );https://gazette.education.govt.nz/vacancies/1HAqLh-year-7-and-8-teacher-join-our-fabulous-team/;office@opua.school.nz;N/A;N/A;;
Certificated O2s kaiako;Piccolo Park Early Learning Centre;Full time, Fixed term, Start Date: 19/01/2026, End Date: 24/12/2026(Maternity leave );https://gazette.education.govt.nz/vacancies/1HAqLg-certificated-over-2s-kaiako-maternity-leave/;zoe@piccolopark.co.nz;N/A;N/A;;
Certificated O2s kaiako;Piccolo Park Dannemora Limited;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqLc-certificated-over-2s-kaiako/;shana@piccolopark.co.nz;N/A;N/A;;
Junior food technology Y7-10;William Colenso College;Part time, Fixed term, FTTE up to: 0.6, Start Date: 27/01/2026, End Date: 03/07/2026(Staff member on sick leave);https://gazette.education.govt.nz/vacancies/1HAqL_-junior-food-technology-years-7-10/;keleigh.atkins@colenso.school.nz;N/A;N/A;;
Scale A teacher;Ramanui School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Staffing entitlement);https://gazette.education.govt.nz/vacancies/1HAqLS-scale-a-nz-fully-registered-teacher-fixed-term-for-2026/;debbie.drake@ramanui.school.nz;N/A;N/A;;
Resistant materials technology teacher;Manaia View School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqLR-resistant-materials-technology-teacher/;office@manaiaview.school.nz;N/A;N/A;;
Science teacher mentor; Bougainville;Volunteer Service Abroad;Full time, Contract, Start Date: 02/02/2026, End Date: 26/02/2027;https://gazette.education.govt.nz/vacancies/1HAqKR-science-teacher-mentor-bougainville/;elesperance@vsa.org.nz;N/A;N/A;
English teacher mentor; Bougainville;Volunteer Service Abroad;Full time, Contract, Start Date: 02/02/2026, End Date: 26/02/2027;https://gazette.education.govt.nz/vacancies/1HAqKQ-english-teacher-mentor/;elesperance@vsa.org.nz;N/A;N/A;
Teacher - Scale A;Oceanview Heights School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqKF-teacher-scale-a-permanent-full-time-position/;sabel@ovh.school.nz;N/A;N/A;;
Teacher – complex needs at Te Piringa;Oaklynn Special School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqJx-rewarding-teaching-role-complex-needs-at-te-piringa/;recruitment@oaklynn.school.nz;N/A;N/A;;
Teachers Matauranga (4 positions);Ilminster Intermediate;Part time, Fixed term, FTTE up to: 0.5, Start Date: 16/02/2026, End Date: 26/11/2026(Special projects - Matauranga );https://gazette.education.govt.nz/vacancies/1HAqJu-part-time-teacher-matauranga/;teachervacancy@ilminster.school.nz;N/A;N/A;;
Scale A teacher;Manurewa Intermediate;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqJr-scale-a-teacher/;iain@manurewaint.school.nz;N/A;N/A;;
Certified teacher – Tauranga;Lollipops Tauranga;Part time, Permanent, FTTE up to: 0.6;https://gazette.education.govt.nz/vacancies/1HAqJh-teacher-certificated-part-time-tauranga/;careers@eeg.co.nz;N/A;N/A;;
Special education teacher;Volunteer Service Abroad;Full time, Fixed term, Start Date: 30/03/2026, End Date: 30/03/2027(12 months volunteer assignment );https://gazette.education.govt.nz/vacancies/1HAqJN-special-education-teacher/;fbuch@vsa.org.nz;N/A;N/A;;
Y7 - 13 digital technology teacher;Hamilton Christian School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqJ4-year-7-13-digital-technology-teacher/;vacancies@hamiltonchristian.school.nz;N/A;N/A;;
Preschool kaiako;Farmyard Preschool;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqHy-preschool-kaiako/;headteacher@farmyardpreschool.co.nz;N/A;N/A;;
Y2–4 Scale A Kaiako;Kihikihi School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqHm-year-2-4-scale-a-kaiako/;principal@kihikihi.school.nz;N/A;N/A;;
Junior school teacher – 2026;Te Awa School;Full time, Fixed term, Start Date: 27/01/2026, End Date: 20/12/2026(Special project );https://gazette.education.govt.nz/vacancies/1HAqHc-junior-school-teacher-fixed-term-2026/;greta@teawa.school.nz;N/A;N/A;;
Kaiako;Takapuna Learning Space;Full time, Fixed term, Start Date: 05/01/2026, End Date: 30/10/2026(Maternity leave );https://gazette.education.govt.nz/vacancies/1HAqHY-respectful-passionate-kaiako/;yvonne.groot@thelearningspace.co.nz;N/A;N/A;;
Classroom teacher;Tangowahine School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqHW-two-teaching-roles-one-full-time-and-one-part-time/;principal@tws.school.nz;N/A;N/A;;
Resource teacher: learning and behaviour;Edgecumbe School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqHG-resource-teacher-learning-and-behaviour/;rtlbcm19edgecumbe@gmail.com;N/A;N/A;;
Centre / classroom teacher;Ilminster Intermediate;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqHD-centre-classroom-teacher/;teachervacancy@ilminster.school.nz;N/A;N/A;;
Preschool teacher;Nurture Early Learning Red Beach;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqH8-passionate-pre-school-teacher/;lgalvez@nurtureearlylearning.co.nz;N/A;N/A;;
Kaiako;Little Diggers ELC;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqGa-kaiako-super-star/;manager@littlediggers-ece.co.nz;N/A;N/A;;
Teacher-in-training;Swannanoa Preschool;Part time, Fixed term, FTTE up to: 0.6, Start Date: 14/01/2026, End Date: 18/12/2026(Covering leave);https://gazette.education.govt.nz/vacancies/1HAqF7-teacher-in-training/;swannanoapreschool@xtra.co.nz;N/A;N/A;;
Maths teacher;Te Kura Māori o Ngā Tapuwae;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqFH-maths-teacher/;lpompey@ngatapuwae.school.nz;N/A;N/A;;
Full-time or 0.8 FTTE teacher;Omihi School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqFP-permanent-full-time-or-0-8-ftte-teacher/;principal@omihi.school.nz;N/A;N/A;;
Kaiako Kura Tuatahi;Te Kura Māori o Ngā Tapuwae;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqFF-kaiako-kura-tuatahi/;lpompey@ngatapuwae.school.nz;N/A;N/A;;
Primary teachers Y1–6;Tyndale Park Christian School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqEc-primary-teachers-years-1-6/;principal@tyndalepark.school.nz;N/A;N/A;;
Kaiako wharekura - Tau 8;TKKM o Taumarere;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqDw-kaiako-wharekura-tau-8/;admin@taumarere.school.nz;N/A;N/A;;
Social sciences teacher;Diocesan School For Girls;Full time, Fixed term, Start Date: 19/01/2026, End Date: 26/01/2027(For teacher coverage on a subject area whereby we will assess role numbers in 2027/2028 and reassess feasibility to make a permanent role. );https://gazette.education.govt.nz/vacancies/1HAqDM-social-sciences-teacher/;recruitment@diocesan.school.nz;N/A;N/A;;
Unqualified teacher;Bear Park - St Clair;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqCL-unqualified-teacher/;careers@bearpark.co.nz;N/A;N/A;;
Unqualified teacher;Bear Park Centre of Learning;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqCG-unqualified-teacher/;careers@bearpark.co.nz;N/A;N/A;;
Te Reo Māori teacher;Otamatea High School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqC9-te-reo-maori-teacher/;ohs@otamatea.school.nz;N/A;N/A;;
Unqualified teacher;Bear Park Kohimarama;Part time, Permanent, FTTE up to: 0.3;https://gazette.education.govt.nz/vacancies/1HAqC2-unqualified-teacher/;careers@bearpark.co.nz;N/A;N/A;;
Science teacher;Northern Southland College;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqC1-science-teacher/;sbm@nsc.school.nz;N/A;N/A;;
Unqualified teacher;Bear Park Kohimarama;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqC0-unqualified-teacher/;careers@bearpark.co.nz;N/A;N/A;;
Unqualified teacher;Bear Park Herne Bay Early Childhood Education Centre;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqBy-unqualified-teacher/;careers@bearpark.co.nz;N/A;N/A;;
Qualified teacher;Bear Park Henderson;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqBv-qualified-teacher/;careers@bearpark.co.nz;N/A;N/A;;
Unqualified teacher;Bear Park Early Childhood Centre;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqBm-unqualified-teacher/;careers@bearpark.co.nz;N/A;N/A;;
New entrant teacher (Y0-1);Silverstream School;Full time, Fixed term, Start Date: 20/04/2026, End Date: 16/12/2026(Roll growth new entrant class);https://gazette.education.govt.nz/vacancies/1HAqBW-new-entrant-teacher-yr-0-1/;lorraine.taylor-tams@silversteam.school.nz;N/A;N/A;;
Infant teacher;Brightlands Childcare Centre, Vickery Street;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqB4-looking-for-a-superstar-infant-teacher/;hr.brightlands@gmail.com;N/A;N/A;;
Physical education and health teacher;Takapuna Grammar School;Full time, Fixed term, Start Date: 28/01/2026, End Date: 11/10/2026(Parental leave );https://gazette.education.govt.nz/vacancies/1HAqAT-physical-education-and-health-teacher/;l.stevens@tgs.school.nz;N/A;N/A;;
Qualified / registered Kaiako;The Vines Early Learning;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqAR-qualifiedregistered-kaiako/;manager@thevineselc.co.nz;N/A;N/A;;
Certified teacher;Pokeno Child Care Centre;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAqA2-permanent-full-time-certified-teacher/;pokenochildcare@gmail.com;N/A;N/A;;
Y7–8 teacher - Rangiora Campus;OneSchool Global - New Zealand;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAq9J-year-78-teacher-rangiora-campus/;recruitment@nz.oneschoolglobal.com;N/A;N/A;;
Preschool Kaiako;Little Beans Preschool Limited;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAq8o-preschool-kaiako/;info@littlebeans.co.nz;N/A;N/A;;
Classroom teacher (Y3-5);Parkside Christian S D A School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAq96-classroom-teacher-years-3-5-permanent-full-time/;principal@parkside.school.nz;N/A;N/A;;
Qualified teacher;BestStart Omahu Road;Part time, Permanent, FTTE up to: 0.8;https://gazette.education.govt.nz/vacancies/1HAq8D-qualified-teacher-beststart-omahu-road/;debbie.oosthuizen@best-start.org;N/A;N/A;;
Classroom teacher Y1;Birdwood School;Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Roll growth );https://gazette.education.govt.nz/vacancies/1HAq6v-classroom-teacher-year-1/;vikkir@birdwood.school.nz;N/A;N/A;;
Junior School teacher;Ngutunui School;Part time, Permanent, FTTE up to: 0.8;https://gazette.education.govt.nz/vacancies/1HAq6i-junior-school-teacher-at-ngutunui-school/;principal@ngutunui.school.nz;N/A;N/A;;
Teaching position (various year groups);Balmoral S D A School;Full time, Fixed term, Start Date: 27/01/2026, End Date: 02/10/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAq6T-teaching-position-various-year-groups-maternity-leave-cover/;principal@balmoralsda.school.nz;N/A;N/A;;
Kaiako / team leader;Kihikihi School;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAq6L-kaiako-team-leader/;principal@kihikihi.school.nz;N/A;N/A;;
Phase 2 teacher & fixed term team leader (2026);Wigram Primary School - Te Piki Kāhu;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAq63-permanent-phase2-teacher-fixed-term-team-leader-role-2026/;principal@wigramprimary.school.nz;N/A;N/A;;
Experienced under twos teacher;Little Poppy's Preschool;Part time, Fixed term, FTTE up to: 0.8, Start Date: 05/01/2026, End Date: 04/09/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HAq4h-experienced-under-twos-teacher-little-poppys-preschool/;manager@littlepoppys.co.nz;N/A;N/A;;
Teacher – certificated;Pascals Herne Bay;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAq3s-teacher-certificated-herne-bay/;riya.patel@eeg.co.nz;N/A;N/A;;
LTR qualified Kaiako – lunch break cover;Kiwi Supertots Learning Centre - Papakura;Part time, Long-term relieving (LTR), FTTE up to: 0.5, Start Date: 27/10/2025(Lunch break cover);https://gazette.education.govt.nz/vacancies/1HApz8-ltr-qualified-kaiako-lunch-break-cover/;jobs@kiwisupertots.co.nz;N/A;N/A;;
Qualified teacher – The Hive; Gems Educational Childcare;Gems Miro;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HApwL-qualified-teacher-the-hive-gems-educational-childcare/;recruit@gems.net.nz;N/A;N/A;
Over 2s teacher;The Learning Ladder;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HApvM-over-2s-teacher/;admin@thelearningladder.co.nz;N/A;N/A;;
Relationship driven Kaiako;The Learning Centre Ltd;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HApuZ-experienced-or-new-grad-kaiako/;stephanie@thelearningcentre.co.nz;N/A;N/A;;
Qualified Kaiako;Whanganui Central Baptist Kindergarten (CBK);Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HApph-qualified-kaiako-permanent-full-year-position/;manager@cbk.org.nz;N/A;N/A;;
Over 2's qualified teacher;Launch Queen Street;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAppH-over-2s-qualified-teacher/;queen@launchactive.co.nz;N/A;N/A;;
LTR qualified Kaiako – lunch break cover;Kiwi Supertots Learning Centre, Botany;Part time, Long-term relieving (LTR), FTTE up to: 0.5, Start Date: 27/10/2025(Lunch break cover);https://gazette.education.govt.nz/vacancies/1HApmz-qualified-kaiako-lunch-break-cover-long-term-reliever/;jobs@kiwisupertots.co.nz;N/A;N/A;;
Preschool teachers;Little Royals Montessori Preschool;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HApj6-preschool-teachers-at-little-royals/;littleroyalsmontessori@gmail.com;N/A;N/A;;
Infant kaiako;Bunny Burrows Limited;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HApiT-rare-opportunity-infant-kaiako-full-time/;manager@bunnyburrows.co.nz;N/A;N/A;;
Qualified head teacher;Stepping Stones Preschool;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HApiC-qualified-head-teacher/;info@steppingstonespreschool.co.nz;N/A;N/A;;
Registered kaiako U2s;Pebbles Montessori Cashmere;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HApgc-registered-kaiako-for-under-2s/;belinda@pebbles.nz;N/A;N/A;;
Registered kaiako;Brilliant Minds Early Childhood Centre;Full time, Fixed term, Start Date: 05/01/2026, End Date: 28/08/2026(Maternity leave cover);https://gazette.education.govt.nz/vacancies/1HApg7-registered-kaiako/;flatbush@brilliantminds.co.nz;N/A;N/A;;
Registered and qualified Kaiako - O2s;Tiny Voices Wellington;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HAp_V-permanent-qualified-teacher-over-2s/;cmwellington@tinyvoices.co.nz;N/A;N/A;;
Qualified Kaiako;Tiny Voices Napier;Full time, Fixed term, Start Date: 04/01/2026, End Date: 06/12/2026(Maternity leave);https://gazette.education.govt.nz/vacancies/1HApZG-qualified-kaiako/;esther@tinyvoices.co.nz;N/A;N/A;;
Graduate teacher – Kōrero Mai Puna Reo;Te Puna Reo o Te Ahi Kaikōura a Tama ki Te Rangi;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HApXh-graduate-teacher-korero-mai-puna-reo/;admin@koreromai.org;N/A;N/A;;
Te Reo Māori/Te Ao Haka Kaiako;Te Wharekura o Te Kaokaoroa o Patetere;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HApVb-te-reo-maorite-ao-haka-kaiako/;office@kaokaoroa.school.nz;N/A;N/A;;
Y0-1 and Y2-3 teachers;Sutton Park School;Full time, Fixed term, Start Date: 27/01/2026, End Date: 18/12/2026(Due to growth in school roll);https://gazette.education.govt.nz/vacancies/1HApNm-years-0-1-and-years-2-3/;office@suttonpark.school.nz;N/A;N/A;;
Kaiako / early learning educator;Wanaexcel Education Hub;Full time, Permanent;https://gazette.education.govt.nz/vacancies/1HApJ7-trained-kaiakoearly-learning-educator/;management@wanaexcel.co.nz;N/A;N/A;;
