Title,Employer,Employment Type,Link,Email,Contact Text,Description
Resource Teacher Learning and Behaviour,Masterton Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqTq-resource-teacher-learning-and-behaviour/,manager@remutakartlb.co.nz,N/A,"Pinehaven School Wellington Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 1:10 pm 01 December 2025 Closes 12pm 15 December 2025 Reference #: 1HAqpB Full details"
Kaiako Kura Teina  Tau 1-6 (2 positions),Te Ara Whanui Kura Kaupapa Māori o ngā Kōhanga Reo o Te Awa Kairangi,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqTc-kaiako-kura-teina-tau-1-6/,kl@tawkkm.school.nz,N/A,"Nuhaka School Hawke's Bay Scale A teachers (2 positions) Full time, Permanent Certificated teacher, Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts, Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao Suitable for beginning teachers Full details Listed today 9:51 am 01 December 2025 Closes 5pm 08 December 2025 Reference #: 1HAqoJ Full details"
Core curriculum teachers for 2026 (3 positions),Papakura Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqT_-core-curriculum-teachers-3-roles-for-2026/,principal@papakuraintermediate.school.nz,N/A,"Northcross Intermediate Auckland Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:41 pm 01 December 2025 Closes 4pm 12 December 2025 Reference #: 1HAqpj Full details"
Y4–6 teacher and Y7–8 teacher (2 positions),Miller Avenue School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqTQ-yr-78-teacher-fulltime/,principal@millerave.school.nz,N/A,"Wairere School Waikato Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:42 pm 01 December 2025 Closes 4pm 10 December 2025 Reference #: 1HAqp0 Full details"
"Y5-8 class teacher; English medium, 0.6FTTE (3 days)",Paeroa Central School,"Part time, Fixed term, FTTE up to: 0.6, Start Date: 02/02/2026, End Date: 16/12/2026(The fixed-term appointment of one year aligns with the completion of a Ministry-led PLD project for the teacher in this class. )",https://gazette.education.govt.nz/vacancies/1HAqRh-y5-8-class-teacher-english-medium-0-6ftte-3-days/,mona.h@paeroacentral.school.nz,N/A,"Parkvale School Hawke's Bay Specialist teacher (literacy OR numeracy) Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027 (Special project) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:03 pm 01 December 2025 Closes 09 December 2025 Reference #: 1HAqpV Full details"
Qualified registered Kaiako,Karori Kids Incorporated,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqSy-qualified-full-time-registered-kaiako/,karorikids@xtra.co.nz,N/A,"Pinehaven School Wellington Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 1:10 pm 01 December 2025 Closes 12pm 15 December 2025 Reference #: 1HAqpB Full details"
Kaiako - Māori Medium Y1-6,Haeata Community Campus,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 10/12/2026(Study leave )",https://gazette.education.govt.nz/vacancies/1HAqSu-kaiako-maori-medium-yr-1-6/,har@haeata.school.nz,N/A,"Te Kura o Kokohuia Manawatu/Whanganui Pouako Reo Rangatira – te reo Māori | Wharekura Full time, Fixed term, Start Date: 26/01/2026, End Date: 11/12/2026 (Sabbatical leave) Secondary (Years 7–15) / wharekura, Certificated teacher Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao MITA (Māori Immersion Teachers Allowance) + Units negotiable Suitable for beginning teachers Full details Listed today 1:12 pm 01 December 2025 Closes 3pm 13 December 2025 Reference #: 1HAqpD Full details"
Kaiako - Māori bilingual unit,Haeata Community Campus,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqSp-kaiako-maori-bilingual-unit/,har@haeata.school.nz,N/A,"TKKM o Tuia te Matangi Tasman/Nelson Ngā tūranga pouako pūmau Full time, Permanent Area / composite (Years 1–15), Certificated teacher Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao MITA + MU Suitable for beginning teachers Full details Listed 1:09 pm 21 November 2025 Closes 12pm 10 December 2025 Reference #: 1HAqeh Full details"
Qualified Kaiako – Whangaparāoa,Small Sprouts Limited,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqSj-qualified-kaiako-full-time-whangaparaoa/,elysia@smallsprouts.co.nz,N/A,"The Fire Station Early Learning Centre Auckland Certificated teacher for over 3s Full time, Permanent Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Full details Listed today 12:56 pm 01 December 2025 Closes 3pm 12 December 2025 Reference #: 1HAqp6 Full details"
Mathematics teacher,Diocesan School For Girls,"Full time, Fixed term, Start Date: 19/01/2026, End Date: 26/01/2027(For teacher coverage on a subject area whereby we will assess role numbers in 2026/2027.)",https://gazette.education.govt.nz/vacancies/1HAqRy-mathematics-teacher/,recruitment@diocesan.school.nz,N/A,"Lynfield College Auckland English teacher Full time, Fixed term, Start Date: 27/01/2026, End Date: 28/01/2027 (Increase in student numbers) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:16 pm 01 December 2025 Closes 12.00 noon 08 December 2025 Reference #: 1HAqpi Full details"
Qualified O2 kaiako,The Haven Early Learning - Belmont,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqRr-qualified-over-2s-kaiako/,lucyp@havenearlylearning.nz,N/A,"The Fire Station Early Learning Centre Auckland Certificated teacher for over 3s Full time, Permanent Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Full details Listed today 12:56 pm 01 December 2025 Closes 3pm 12 December 2025 Reference #: 1HAqp6 Full details"
Learning support co-ordinator,Sunnyvale School,"Part time, Fixed term, FTTE up to: 0.6, Start Date: 27/01/2026, End Date: 03/07/2026(Sick leave)",https://gazette.education.govt.nz/vacancies/1HAqRP-learning-support-co-ordinator/,katiep@sunnyvale.school.nz,N/A,"Parkvale School Hawke's Bay Specialist teacher (literacy OR numeracy) Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027 (Special project) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:03 pm 01 December 2025 Closes 09 December 2025 Reference #: 1HAqpV Full details"
Teacher of te reo Māori,Manukau Institute of Technology,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqRW-teacher-of-te-reo-maori/,Alison.Redfern-Daly@manukau.ac.nz,N/A,"Northcote College Auckland Teacher of te reo Māori Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher Te reo Māori Suitable for beginning teachers Full details Listed today 2:01 pm 01 December 2025 Closes 12pm 15 December 2025 Reference #: 1HAqpT Full details"
Japanese teacher,Rutherford College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Project-based: To support the Languages Department while the school reviews compulsory languages for 2027)",https://gazette.education.govt.nz/vacancies/1HAqQz-japanese-teacher/,daviss@rutherford.school.nz,N/A,"Lynfield College Auckland English teacher Full time, Fixed term, Start Date: 27/01/2026, End Date: 28/01/2027 (Increase in student numbers) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:16 pm 01 December 2025 Closes 12.00 noon 08 December 2025 Reference #: 1HAqpi Full details"
Scale A teacher,Pukenui School (Te Kuiti),"Full time, Fixed term, Start Date: 30/01/2026, End Date: 15/12/2026(Contestable funding learning support project)",https://gazette.education.govt.nz/vacancies/1HAqQp-scale-a-teacher-full-time-fixed-term-term-1-2026/,principal@pukenui.school.nz,N/A,"Goldfields School (Paeroa) Waikato Teacher – specialist school Full time, Fixed term, Start Date: 28/01/2026, End Date: 31/12/2026 (Fluctuating roll) Certificated teacher, Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 1:58 pm 01 December 2025 Closes 12pm 16 January 2026 Reference #: 1HAqpW Full details"
ORS specialist teacher – ORS funded,Motueka High School,"Part time, Fixed term, FTTE up to: 0.7, Start Date: 28/01/2026, End Date: 18/12/2026(Project-based)",https://gazette.education.govt.nz/vacancies/1HAqQb-ors-specialist-teacher-ors-funded/,nicki.saundersloder@motuekahigh.school.nz,N/A,"Te Puna Wai o Waipapa - Hagley College Canterbury Junior specialist teacher - Y9 and 10 Part time, Fixed term, FTTE up to: 0.7, Start Date: 28/01/2026, End Date: 27/01/2027 (Secondment cover) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed 11:19 am 27 November 2025 Closes 9am 10 December 2025 Reference #: 1HAqmN Full details"
Y7 Scale A teacher (Takapuna/ Belmont) – 2026,Belmont Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqQZ-y7-scale-a-teacher-takapuna-belmont-start-term-1-2026/,nhill@belmontint.school.nz,N/A,"Northcross Intermediate Auckland Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:41 pm 01 December 2025 Closes 4pm 12 December 2025 Reference #: 1HAqpj Full details"
Uncertifed baby's room teacher,Piccolo Park Mt Richmond,"Full time, Fixed term, Start Date: 05/01/2026, End Date: 03/07/2026(Maternity cover)",https://gazette.education.govt.nz/vacancies/1HAqQ6-babys-room-maternity-cover/,april@piccolopark.co.nz,N/A,"Kiwi Supertots Learning Centre, Botany Auckland Qualified Kaiako - All age groups Full time, Fixed term, Start Date: 01/12/2025, End Date: 30/06/2026 (Maternity leave) Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Full details Listed 11:26 am 24 November 2025 Closes 6pm 05 December 2025 Reference #: 1HAqfv Full details"
Geography teacher,James Cook High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqPw-geography-teacher-permanent-full-time/,a.alasadi@jchs.school.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
Teacher lower school. Tagged,Waikato Waldorf School ( Rudolf Steiner),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqP1-teacher-lower-school/,applications@waikatowaldorf.school.nz,N/A,"Goldfields School (Paeroa) Waikato Teacher – specialist school Full time, Fixed term, Start Date: 28/01/2026, End Date: 31/12/2026 (Fluctuating roll) Certificated teacher, Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 1:58 pm 01 December 2025 Closes 12pm 16 January 2026 Reference #: 1HAqpW Full details"
Te Reo Māori teacher,Hato Paora College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqNq-te-reo-maori-teacher/,kmcdowell@hatopaora.school.nz,N/A,"Spotswood College Taranaki Special education teacher Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:46 pm 01 December 2025 Closes 12 noon 15 December 2025 Reference #: 1HAqpc Full details"
